samples/2020-05-05_14-39-31/img_23.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_24.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_25.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_26.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_27.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_28.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_29.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_30.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_31.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_32.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_33.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_34.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_35.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_36.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_37.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_38.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_39.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_40.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_41.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_42.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_43.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_44.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_45.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_46.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_47.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_48.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_49.png,0,0.0238037109375,1,0,0
samples/2020-05-05_14-39-31/img_50.png,0,0.0238037109375,1,0,0
samples/2020-05-05_14-39-31/img_51.png,0,0.0238037109375,1,0,0
samples/2020-05-05_14-39-31/img_52.png,0,0,1,0,0
samples/2020-05-05_14-39-31/img_53.png,0,0,1,0,0
